Date,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,Rating
2019-02-07,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,Credit card,326.88,6.5
2019-02-07,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,Credit card,543.6,6.1
2019-02-07,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,Ewallet,116.69,7.4
2019-02-07,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,Cash,198.18,6.8
2019-02-07,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,Ewallet,483.28,9.6
2019-02-07,252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.495,Ewallet,431.9,8.2
2019-02-07,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,Credit card,28.96,6.2
2019-02-07,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,Cash,793.9,6.2
2019-02-08,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,Ewallet,19.7,9.5
2019-02-08,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,Credit card,324.85,6.5
2019-02-08,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,Cash,98.22,7.0
2019-02-08,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,Cash,127.0,8.6
2019-02-08,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,Credit card,260.05,7.7
2019-02-08,549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.146,Ewallet,812.52,7.2
2019-02-08,373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,Ewallet,604.17,5.3
2019-02-08,649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,Cash,33.52,6.7
2019-02-08,687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,Credit card,989.8,8.7
2019-02-08,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,Cash,185.88,7.0
2019-02-08,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,Credit card,972.1,8.7
2019-02-08,354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,Cash,414.72,5.6
2019-02-09,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,Cash,31.84,7.7
2019-02-09,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,Credit card,846.1,8.8
2019-02-09,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,Ewallet,171.81,6.5
2019-02-09,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,Ewallet,21.58,7.2
2019-02-09,871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,Cash,74.7,4.1
2019-02-09,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,Cash,63.24,7.3
2019-02-09,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,Credit card,95.7,5.1
2019-02-09,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,Ewallet,315.36,4.6
2019-02-09,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,Cash,395.46,5.7
2019-02-09,130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,Cash,449.82,5.7
2019-02-09,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,Cash,244.2,4.8
2019-02-09,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,Cash,222.4,4.2
2019-02-09,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,Ewallet,183.88,5.1
2019-02-10,669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,Credit card,113.58,8.1
2019-02-10,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,Ewallet,375.55,5.2
2019-02-10,162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,Cash,222.95,8.5
2019-02-10,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,Cash,513.66,9.5
2019-02-10,838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,Ewallet,66.94,6.7
2019-02-10,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,Ewallet,74.07,9.9
2019-02-10,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,144.27,7.8
2019-02-10,695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,Cash,139.36,7.4
2019-02-10,685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,Ewallet,301.4,9.2
2019-02-10,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,Cash,781.3,4.4
2019-02-10,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,Ewallet,258.37,6.7
2019-02-11,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,Cash,756.81,8.0
2019-02-11,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,Ewallet,433.45,9.4
2019-02-11,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,Cash,621.2,5.9
2019-02-11,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,Cash,240.24,5.4
2019-02-11,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,Credit card,892.0,4.4
2019-02-11,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,Credit card,231.12,7.2
2019-02-11,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,Ewallet,379.04,7.8
2019-02-11,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,Credit card,772.0,5.6
2019-02-12,365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,Ewallet,234.75,7.1
2019-02-12,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,Ewallet,758.96,8.7
2019-02-12,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,Ewallet,152.58,7.0
2019-02-12,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,Ewallet,143.26,8.8
2019-02-12,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,Cash,39.48,6.5
2019-02-12,641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,Credit card,871.0,9.9
2019-02-12,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,Cash,52.35,4.0
2019-02-12,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,Cash,603.8,6.0
2019-02-13,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,Credit card,80.72,5.0
2019-02-13,139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,Credit card,157.57,4.8
2019-02-13,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,Ewallet,129.0,6.5
2019-02-13,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,Credit card,185.96,8.0
2019-02-13,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,Ewallet,76.82,7.2
2019-02-13,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,Credit card,29.74,8.9
2019-02-13,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,Cash,82.14,6.3
2019-02-13,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,Cash,147.8,6.9
2019-02-14,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,Cash,198.74,5.2
2019-02-14,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,Cash,133.95,6.2
2019-02-14,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,Credit card,420.56,4.5
2019-02-14,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,Credit card,276.6,8.9
2019-02-14,638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,Credit card,796.48,5.2
2019-02-14,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,Cash,302.96,7.6
2019-02-14,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,Ewallet,116.64,6.0
2019-02-14,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,Ewallet,91.3,9.2
2019-02-15,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.576,Credit card,269.12,9.3
2019-02-15,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,Cash,241.44,8.1
2019-02-15,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,Cash,98.84,8.4
2019-02-15,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,Credit card,696.6,4.5
2019-02-15,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,Cash,328.0,6.2
2019-02-15,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,Cash,201.3,7.5
2019-02-15,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,Credit card,993.0,6.6
2019-02-15,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,Credit card,559.68,6.4
2019-02-15,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,Credit card,794.25,7.6
2019-02-15,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,Cash,155.82,7.9
2019-02-15,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,Credit card,156.6,9.5
2019-02-15,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,Credit card,88.31,5.2
2019-02-15,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,Cash,345.54,5.1
2019-02-15,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,Cash,538.3,7.7
2019-02-15,227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,Cash,509.88,8.4
2019-02-15,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,Credit card,274.2,9.2
2019-02-15,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,Credit card,88.85,5.4
2019-02-15,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,Credit card,74.22,10.0
2019-02-15,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,Ewallet,91.56,9.8
2019-02-16,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,Credit card,173.74,7.1
2019-02-16,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,Ewallet,60.25,5.5
2019-02-16,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,Credit card,240.72,9.4
2019-02-16,241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,Cash,519.1,8.2
2019-02-16,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,Cash,91.35,6.8
2019-02-16,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,684.53,4.9
2019-02-16,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,Cash,328.59,4.2
2019-02-16,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,Ewallet,286.26,4.4
2019-02-17,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,Credit card,356.95,5.5
2019-02-17,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,Cash,710.32,4.1
2019-02-17,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,Credit card,136.14,7.2
2019-02-17,636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,Ewallet,172.8,9.9
2019-02-17,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,Cash,59.05,9.4
2019-02-17,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,Cash,882.81,9.3
2019-02-17,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,Credit card,647.68,7.4
2019-02-17,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,Cash,276.27,4.2
2019-02-17,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,Credit card,524.7,8.8
2019-02-17,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,Ewallet,475.93,5.7
2019-02-17,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,Ewallet,419.94,5.3
2019-02-17,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,Ewallet,285.92,4.9
2019-02-17,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,Credit card,98.7,9.1
2019-02-18,597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,Cash,270.66,6.2
2019-02-18,354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,Cash,206.52,9.8
2019-02-18,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,Cash,618.38,6.6
2019-02-18,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,Ewallet,29.52,4.3
2019-02-18,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,Cash,62.48,4.7
2019-02-18,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,Ewallet,60.95,5.9
2019-02-18,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,Ewallet,176.28,8.4
2019-02-19,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,Ewallet,196.96,9.2
2019-02-19,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,Cash,887.94,8.4
2019-02-19,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,Credit card,448.56,7.3
2019-02-19,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,Ewallet,575.12,5.5
2019-02-19,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,Ewallet,698.67,7.2
2019-02-19,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,Cash,164.96,7.1
2019-02-19,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,Credit card,626.22,7.8
2019-02-19,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,Cash,174.4,8.3
2019-02-19,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,Credit card,253.95,5.3
2019-02-20,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,Cash,333.4,7.6
2019-02-20,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,Cash,241.2,5.8
2019-02-20,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,Ewallet,86.27,7.0
2019-02-20,782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,Credit card,461.45,9.0
2019-02-20,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,Ewallet,75.38,9.5
2019-02-20,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,Credit card,319.9,9.9
2019-02-20,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,Ewallet,173.22,7.7
2019-02-20,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,Credit card,323.2,10.0
2019-02-20,548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,Credit card,399.0,5.9
2019-02-20,692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.226,172.746,Credit card,164.52,5.9
2019-02-21,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,Cash,12.54,8.2
2019-02-21,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,Cash,418.3,7.2
2019-02-21,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,Cash,197.6,7.7
2019-02-21,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,Cash,295.28,6.7
2019-02-21,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,Cash,283.92,5.5
2019-02-21,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,Ewallet,119.73,9.3
2019-02-22,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,668.43,8.7
2019-02-22,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,198.75,9.6
2019-02-22,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,Ewallet,206.91,8.7
2019-02-22,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,Cash,488.79,8.9
2019-02-22,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,Credit card,47.44,6.8
2019-02-22,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,Ewallet,174.2,7.0
2019-02-22,488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,Credit card,30.41,8.4
2019-02-22,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,Ewallet,174.9,6.6
2019-02-22,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,Cash,65.82,4.1
2019-02-22,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,Cash,244.9,8.1
2019-02-22,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,Credit card,25.46,5.2
2019-02-23,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,Cash,119.68,8.6
2019-02-23,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,Credit card,321.44,8.3
2019-02-23,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,Ewallet,71.88,6.4
2019-02-23,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,Credit card,35.89,7.9
2019-02-23,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,Ewallet,296.37,6.4
2019-02-23,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,Cash,680.31,8.0
2019-02-23,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,Cash,293.88,6.0
2019-02-23,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,Credit card,408.73,8.2
2019-02-24,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,Cash,347.7,5.2
2019-02-24,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,Credit card,402.6,5.0
2019-02-24,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,Ewallet,50.8,4.1
2019-02-24,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,Cash,167.54,4.6
2019-02-24,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,Cash,247.4,7.1
2019-02-24,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,Credit card,95.36,4.1
2019-02-24,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,Ewallet,211.44,8.9
2019-02-24,315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,Ewallet,735.6,8.0
2019-02-24,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,Ewallet,334.38,7.0
2019-02-25,300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,Ewallet,430.2,4.8
2019-02-25,871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,Credit card,470.65,4.8
2019-02-25,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,Cash,298.8,5.8
2019-02-25,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,Ewallet,251.4,8.7
2019-02-25,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,Cash,39.75,6.1
2019-02-25,355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,433.692,Ewallet,413.04,5.8
2019-02-25,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,Ewallet,457.05,7.1
2019-02-25,275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,Cash,63.69,6.0
2019-02-25,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,Credit card,292.2,4.9
2019-02-25,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,Credit card,410.2,7.6
2019-02-25,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,Credit card,195.54,6.3
2019-02-25,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,Ewallet,527.9,10.0
2019-02-25,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,Credit card,88.45,9.5
2019-02-25,505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,Ewallet,340.56,5.6
2019-02-25,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,Cash,48.61,4.4
2019-02-25,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,Cash,250.28,9.5
2019-02-26,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,Ewallet,54.45,7.9
2019-02-26,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,Ewallet,598.26,7.9
2019-02-26,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,Credit card,93.22,6.6
2019-02-26,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,Cash,544.2,5.3
2019-02-26,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,Ewallet,199.78,7.1
2019-02-26,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,Cash,206.37,5.5
2019-02-26,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,Credit card,55.45,4.9
2019-02-26,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,Ewallet,382.16,4.5
2019-02-26,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,Ewallet,159.6,4.9
2019-02-27,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,Cash,336.35,6.9
2019-02-27,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,Ewallet,42.96,6.6
2019-02-27,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,Credit card,135.0,4.8
2019-02-27,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,Credit card,99.69,8.0
2019-02-27,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet,701.37,7.6
2019-02-27,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,Cash,755.76,9.1
2019-02-27,318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,Cash,461.94,6.1
2019-02-27,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,Credit card,197.7,5.0
2019-02-27,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,Ewallet,157.26,7.5
2019-02-27,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,Ewallet,744.4,5.1
2019-02-27,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,Credit card,648.2,9.3
2019-02-27,370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,Credit card,510.21,8.4
2019-02-27,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,Ewallet,188.5,5.6
2019-02-27,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,Credit card,601.09,8.0
2019-02-28,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,Cash,410.9,7.3
2019-02-28,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,Cash,687.84,8.2
2019-02-28,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,Cash,483.72,9.1
