,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,Rating
47,727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06,Ewallet,180.09,4.1
378,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,Ewallet,387.92,9.4
715,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,Credit card,178.4,6.6
203,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,Ewallet,259.0,8.7
522,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232000000000001,235.872,2019-02-06,Credit card,224.64,5.9
532,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,Ewallet,229.5,8.2
948,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,Ewallet,179.05,7.9
34,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2019-02-06,Ewallet,397.68,7.5
94,512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2019-02-06,Credit card,89.75,6.6
592,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.858999999999995,2019-02-07,Cash,45.58,9.8
957,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,Cash,276.12,7.1
619,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,Ewallet,260.76,8.5
153,214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,Ewallet,98.88,9.9
891,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,Cash,463.28,8.1
985,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,Ewallet,318.55,8.5
912,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248000000000005,782.2080000000001,2019-02-07,Cash,744.96,6.8
678,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,Ewallet,589.5,8.1
57,635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2019-02-07,Ewallet,716.8,6.6
259,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.187999999999999,276.948,2019-02-07,Credit card,263.76,6.9
822,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,Cash,10.17,5.9
974,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,Cash,172.26,8.2
439,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,Credit card,326.88,6.5
528,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,Credit card,543.6,6.1
535,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,Ewallet,116.69,7.4
330,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.908999999999999,208.08900000000003,2019-02-07,Cash,198.18,6.8
700,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,Ewallet,483.28,9.6
13,252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.495,2019-02-07,Ewallet,431.9,8.2
610,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.4480000000000002,30.408,2019-02-07,Credit card,28.96,6.2
457,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,Cash,793.9,6.2
732,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,Ewallet,19.7,9.5
812,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,Credit card,324.85,6.5
921,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.9110000000000005,103.131,2019-02-08,Cash,98.22,7.0
605,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,Cash,127.0,8.6
466,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,Credit card,260.05,7.7
129,549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.1460000000001,2019-02-08,Ewallet,812.52,7.2
4,373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,2019-02-08,Ewallet,604.17,5.3
26,649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2019-02-08,Cash,33.52,6.7
167,687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,Credit card,989.8,8.7
187,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,Cash,185.88,7.0
422,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,Credit card,972.1,8.7
42,354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.45599999999996,2019-02-08,Cash,414.72,5.6
997,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.5919999999999999,33.431999999999995,2019-02-09,Cash,31.84,7.7
906,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,Credit card,846.1,8.8
550,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,Ewallet,171.81,6.5
468,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659000000000002,2019-02-09,Ewallet,21.58,7.2
97,871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,2019-02-09,Cash,74.7,4.1
316,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,Cash,63.24,7.3
509,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,Credit card,95.7,5.1
899,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.767999999999999,331.12800000000004,2019-02-09,Ewallet,315.36,4.6
954,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,Cash,395.46,5.7
180,130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,Cash,449.82,5.7
246,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,Cash,244.2,4.8
263,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,Cash,222.4,4.2
901,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.193999999999999,193.074,2019-02-09,Ewallet,183.88,5.1
48,669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.678999999999999,119.259,2019-02-10,Credit card,113.58,8.1
606,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,Ewallet,375.55,5.2
51,162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2019-02-10,Cash,222.95,8.5
693,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683000000000003,539.3430000000001,2019-02-10,Cash,513.66,9.5
66,838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.28699999999999,2019-02-10,Ewallet,66.94,6.7
188,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,Ewallet,74.07,9.9
340,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,Credit card,144.27,7.8
132,695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2019-02-10,Cash,139.36,7.4
146,685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,Ewallet,301.4,9.2
314,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,Cash,781.3,4.4
971,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,Ewallet,258.37,6.7
232,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,Cash,756.81,8.0
799,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,Ewallet,433.45,9.4
71,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2019-02-11,Cash,621.2,5.9
973,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,Cash,240.24,5.4
561,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,Credit card,892.0,4.4
190,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,Credit card,231.12,7.2
781,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.99199999999996,2019-02-11,Ewallet,379.04,7.8
760,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,Credit card,772.0,5.6
12,365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,2019-02-12,Ewallet,234.75,7.1
218,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,Ewallet,758.96,8.7
530,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,Ewallet,152.58,7.0
742,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.162999999999999,150.423,2019-02-12,Ewallet,143.26,8.8
680,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.45399999999999,2019-02-12,Cash,39.48,6.5
663,641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,Credit card,871.0,9.9
876,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,Cash,52.35,4.0
483,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,Cash,603.8,6.0
542,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.0360000000000005,84.756,2019-02-13,Credit card,80.72,5.0
177,139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2019-02-13,Credit card,157.57,4.8
258,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,Ewallet,129.0,6.5
582,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.25799999999998,2019-02-13,Credit card,185.96,8.0
392,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,Ewallet,76.82,7.2
843,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.4869999999999999,31.226999999999997,2019-02-13,Credit card,29.74,8.9
767,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.24700000000001,2019-02-13,Cash,82.14,6.3
455,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,Cash,147.8,6.9
315,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2019-02-14,Cash,198.74,5.2
344,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,Cash,133.95,6.2
824,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028000000000002,441.588,2019-02-14,Credit card,420.56,4.5
446,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,Credit card,276.6,8.9
120,638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,2019-02-14,Credit card,796.48,5.2
64,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,2019-02-14,Cash,302.96,7.6
904,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832000000000001,122.47200000000001,2019-02-14,Ewallet,116.64,6.0
833,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,Ewallet,91.3,9.2
673,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.57599999999996,2019-02-15,Credit card,269.12,9.3
390,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072000000000001,253.512,2019-02-15,Cash,241.44,8.1
469,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.78200000000001,2019-02-15,Cash,98.84,8.4
456,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,Credit card,696.6,4.5
481,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,Cash,328.0,6.2
689,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,Cash,201.3,7.5
350,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,Credit card,993.0,6.6
280,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,Credit card,559.68,6.4
928,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,Credit card,794.25,7.6
840,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,Cash,155.82,7.9
596,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,Credit card,156.6,9.5
926,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15,Credit card,88.31,5.2
858,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.81699999999995,2019-02-15,Cash,345.54,5.1
342,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,Cash,538.3,7.7
112,227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2019-02-15,Cash,509.88,8.4
791,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,Credit card,274.2,9.2
204,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2019-02-15,Credit card,88.85,5.4
60,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.7110000000000003,77.931,2019-02-15,Credit card,74.22,10.0
322,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.13799999999999,2019-02-15,Ewallet,91.56,9.8
870,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687000000000001,182.42700000000002,2019-02-16,Credit card,173.74,7.1
644,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2019-02-16,Ewallet,60.25,5.5
654,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.75599999999997,2019-02-16,Credit card,240.72,9.4
138,241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2019-02-16,Cash,519.1,8.2
624,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2019-02-16,Cash,91.35,6.8
404,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,Ewallet,684.53,4.9
855,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,Cash,328.59,4.2
668,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.312999999999999,300.573,2019-02-16,Ewallet,286.26,4.4
199,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2019-02-17,Credit card,356.95,5.5
307,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,Cash,710.32,4.1
718,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,Credit card,136.14,7.2
23,636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2019-02-17,Ewallet,172.8,9.9
222,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,Cash,59.05,9.4
529,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,Cash,882.81,9.3
360,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,Credit card,647.68,7.4
938,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2019-02-17,Cash,276.27,4.2
133,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2019-02-17,Credit card,524.7,8.8
772,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,Ewallet,475.93,5.7
597,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.93699999999995,2019-02-17,Ewallet,419.94,5.3
756,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,Ewallet,285.92,4.9
331,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,Credit card,98.7,9.1
135,597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2019-02-18,Cash,270.66,6.2
137,354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.325999999999999,216.84599999999998,2019-02-18,Cash,206.52,9.8
999,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2019-02-18,Cash,618.38,6.6
986,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2019-02-18,Ewallet,29.52,4.3
292,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.1239999999999997,65.604,2019-02-18,Cash,62.48,4.7
994,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2019-02-18,Ewallet,60.95,5.9
319,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.09400000000002,2019-02-18,Ewallet,176.28,8.4
851,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.847999999999999,206.808,2019-02-19,Ewallet,196.96,9.2
959,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19,Cash,887.94,8.4
676,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.98800000000006,2019-02-19,Credit card,448.56,7.3
786,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,Ewallet,575.12,5.5
712,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,Ewallet,698.67,7.2
364,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,Cash,164.96,7.1
698,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.5310000000001,2019-02-19,Credit card,626.22,7.8
780,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,Cash,174.4,8.3
943,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19,Credit card,253.95,5.3
285,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,Cash,333.4,7.6
576,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,Cash,241.2,5.8
860,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2019-02-20,Ewallet,86.27,7.0
155,782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2019-02-20,Credit card,461.45,9.0
743,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.7689999999999997,79.149,2019-02-20,Ewallet,75.38,9.5
882,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,Credit card,319.9,9.9
666,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.88099999999997,2019-02-20,Ewallet,173.22,7.7
387,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,Credit card,323.2,10.0
164,548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2019-02-20,Credit card,399.0,5.9
9,692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.226,172.74599999999998,2019-02-20,Credit card,164.52,5.9
223,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,Cash,12.54,8.2
890,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21,Cash,418.3,7.2
664,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,Cash,197.6,7.7
233,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764000000000001,310.04400000000004,2019-02-21,Cash,295.28,6.7
217,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,Cash,283.92,5.5
950,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21,Ewallet,119.73,9.3
377,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,Ewallet,668.43,8.7
403,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,Ewallet,198.75,9.6
918,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22,Ewallet,206.91,8.7
551,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,Cash,488.79,8.9
434,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,Credit card,47.44,6.8
752,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,Ewallet,174.2,7.0
143,488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2019-02-22,Credit card,30.41,8.4
993,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2019-02-22,Ewallet,174.9,6.6
998,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.2910000000000004,69.111,2019-02-22,Cash,65.82,4.1
797,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,Cash,244.9,8.1
922,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2019-02-22,Credit card,25.46,5.2
304,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,Cash,119.68,8.6
83,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.51199999999994,2019-02-23,Credit card,321.44,8.3
667,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.47399999999999,2019-02-23,Ewallet,71.88,6.4
459,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,Credit card,35.89,7.9
640,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,Ewallet,296.37,6.4
804,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,Cash,680.31,8.0
677,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,Cash,293.88,6.0
514,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,Credit card,408.73,8.2
337,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,Cash,347.7,5.2
811,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,Credit card,402.6,5.0
784,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,Ewallet,50.8,4.1
675,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,Cash,167.54,4.6
649,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,Cash,247.4,7.1
821,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.12799999999999,2019-02-24,Credit card,95.36,4.1
949,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572000000000001,222.012,2019-02-24,Ewallet,211.44,8.9
7,315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,2019-02-24,Ewallet,735.6,8.0
61,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2019-02-24,Ewallet,334.38,7.0
20,300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2019-02-25,Ewallet,430.2,4.8
30,871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2019-02-25,Credit card,470.65,4.8
914,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,Cash,298.8,5.8
952,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,Ewallet,251.4,8.7
877,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,Cash,39.75,6.1
6,355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.651999999999997,433.69199999999995,2019-02-25,Ewallet,413.04,5.8
525,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,Ewallet,457.05,7.1
161,275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2019-02-25,Cash,63.69,6.0
538,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,Credit card,292.2,4.9
570,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,Credit card,410.2,7.6
